metro,order_ids,test_range,composition_type,scenario_type,excluded_eps_codename,scenario_label,group,n,denom,pct,baseline_pct,delta_pp,full_pool_n,removed_n,removed_pct,remaining_pool_n
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX19, City of Dallas","Excluding TX19, City of Dallas",Hispanic,568,3369,16.859602255862274,18.323789692868296,-1.4641874370060215,3956,485,12.259858442871588,3471
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX19, City of Dallas","Excluding TX19, City of Dallas","Two+, non-Hispanic",183,3369,5.431878895814782,5.25767829255596,0.17420060325882147,3956,485,12.259858442871588,3471
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX19, City of Dallas","Excluding TX19, City of Dallas","White, non-Hispanic",1861,3369,55.23894330661917,54.73711608537221,0.5018272212469626,3956,485,12.259858442871588,3471
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth","Asian, non-Hispanic",563,3415,16.486090775988288,15.877147319104633,0.6089434568836545,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth","Black, non-Hispanic",200,3415,5.856515373352855,5.804268610098907,0.05224676325394828,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth",Hispanic,616,3415,18.03806734992679,18.323789692868296,-0.28572234294150434,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth","Two+, non-Hispanic",176,3415,5.153733528550513,5.25767829255596,-0.10394476400544761,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth","White, non-Hispanic",1860,3415,54.465592972181554,54.73711608537221,-0.2715231131906535,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie","Asian, non-Hispanic",560,3564,15.712682379349047,15.877147319104633,-0.16446493975558596,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie","Black, non-Hispanic",190,3564,5.331088664421998,5.804268610098907,-0.47317994567690924,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie",Hispanic,630,3564,17.67676767676768,18.323789692868296,-0.6470220161006175,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie","Two+, non-Hispanic",184,3564,5.16273849607183,5.25767829255596,-0.09493979648413031,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie","White, non-Hispanic",2000,3564,56.11672278338945,54.73711608537221,1.3796066980172412,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)","Asian, non-Hispanic",493,3373,14.61606878150015,15.877147319104633,-1.261078537604483,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)","Black, non-Hispanic",185,3373,5.484731692855025,5.804268610098907,-0.319536917243882,3956,482,12.1840242669363,3474
